,Age_group,Facility,Gender,APR,Predict,County
12314,30 to 49,White Plains Hospital Center,M,Knee joint replacement,18713.52674,Westchester
12315,30 to 49,White Plains Hospital Center,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",2505.794993,Westchester
12316,30 to 49,White Plains Hospital Center,M,Other pneumonia,6596.881191,Westchester
12317,30 to 49,White Plains Hospital Center,M,Schizophrenia,2029.444618,Westchester
12318,30 to 49,White Plains Hospital Center,M,Septicemia & disseminated infections,7153.502256,Westchester
12319,30 to 49,White Plains Hospital Center,M,Vaginal delivery,5549.562493,Westchester
12320,30 to 49,Winifred Masterson Burke Rehabilitation Hospital,F,Cellulitis & other skin infections,2553.993845,Westchester
12321,30 to 49,Winifred Masterson Burke Rehabilitation Hospital,F,Cesarean delivery,2798.666861,Westchester
12322,30 to 49,Winifred Masterson Burke Rehabilitation Hospital,F,Chronic obstructive pulmonary disease,3461.332175,Westchester
12323,30 to 49,Winifred Masterson Burke Rehabilitation Hospital,F,Heart failure,3556.939341,Westchester
12324,30 to 49,Winifred Masterson Burke Rehabilitation Hospital,F,Knee joint replacement,15462.14886,Westchester
12325,30 to 49,Winifred Masterson Burke Rehabilitation Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-745.5828846,Westchester
12326,30 to 49,Winifred Masterson Burke Rehabilitation Hospital,F,Other pneumonia,3345.503313,Westchester
12327,30 to 49,Winifred Masterson Burke Rehabilitation Hospital,F,Schizophrenia,-1221.933259,Westchester
12328,30 to 49,Winifred Masterson Burke Rehabilitation Hospital,F,Septicemia & disseminated infections,3902.124379,Westchester
12329,30 to 49,Winifred Masterson Burke Rehabilitation Hospital,F,Vaginal delivery,2298.184615,Westchester
12330,30 to 49,Winifred Masterson Burke Rehabilitation Hospital,M,Cellulitis & other skin infections,2784.303388,Westchester
12331,30 to 49,Winifred Masterson Burke Rehabilitation Hospital,M,Cesarean delivery,3028.976404,Westchester
12332,30 to 49,Winifred Masterson Burke Rehabilitation Hospital,M,Chronic obstructive pulmonary disease,3691.641718,Westchester
12333,30 to 49,Winifred Masterson Burke Rehabilitation Hospital,M,Heart failure,3787.248884,Westchester
12334,30 to 49,Winifred Masterson Burke Rehabilitation Hospital,M,Knee joint replacement,15692.4584,Westchester
12335,30 to 49,Winifred Masterson Burke Rehabilitation Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-515.2733416,Westchester
12336,30 to 49,Winifred Masterson Burke Rehabilitation Hospital,M,Other pneumonia,3575.812856,Westchester
12337,30 to 49,Winifred Masterson Burke Rehabilitation Hospital,M,Schizophrenia,-991.6237161,Westchester
12338,30 to 49,Winifred Masterson Burke Rehabilitation Hospital,M,Septicemia & disseminated infections,4132.433922,Westchester
12339,30 to 49,Winifred Masterson Burke Rehabilitation Hospital,M,Vaginal delivery,2528.494158,Westchester
12340,30 to 49,Winthrop-University Hospital,F,Cellulitis & other skin infections,8428.65367,Nassau
12341,30 to 49,Winthrop-University Hospital,F,Cesarean delivery,8673.326686,Nassau
12342,30 to 49,Winthrop-University Hospital,F,Chronic obstructive pulmonary disease,9335.992,Nassau
12343,30 to 49,Winthrop-University Hospital,F,Heart failure,9431.599166,Nassau
12344,30 to 49,Winthrop-University Hospital,F,Knee joint replacement,21336.80868,Nassau
12345,30 to 49,Winthrop-University Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",5129.07694,Nassau
12346,30 to 49,Winthrop-University Hospital,F,Other pneumonia,9220.163138,Nassau
12347,30 to 49,Winthrop-University Hospital,F,Schizophrenia,4652.726565,Nassau
12348,30 to 49,Winthrop-University Hospital,F,Septicemia & disseminated infections,9776.784203,Nassau
12349,30 to 49,Winthrop-University Hospital,F,Vaginal delivery,8172.84444,Nassau
12350,30 to 49,Winthrop-University Hospital,M,Cellulitis & other skin infections,8658.963213,Nassau
12351,30 to 49,Winthrop-University Hospital,M,Cesarean delivery,8903.636229,Nassau
12352,30 to 49,Winthrop-University Hospital,M,Chronic obstructive pulmonary disease,9566.301543,Nassau
12353,30 to 49,Winthrop-University Hospital,M,Heart failure,9661.908709,Nassau
12354,30 to 49,Winthrop-University Hospital,M,Knee joint replacement,21567.11823,Nassau
12355,30 to 49,Winthrop-University Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",5359.386483,Nassau
12356,30 to 49,Winthrop-University Hospital,M,Other pneumonia,9450.472681,Nassau
12357,30 to 49,Winthrop-University Hospital,M,Schizophrenia,4883.036108,Nassau
12358,30 to 49,Winthrop-University Hospital,M,Septicemia & disseminated infections,10007.09375,Nassau
12359,30 to 49,Winthrop-University Hospital,M,Vaginal delivery,8403.153983,Nassau
12360,30 to 49,Woman's Christian Association,F,Cellulitis & other skin infections,2498.036885,Chautauqua
12361,30 to 49,Woman's Christian Association,F,Cesarean delivery,2742.709901,Chautauqua
12362,30 to 49,Woman's Christian Association,F,Chronic obstructive pulmonary disease,3405.375215,Chautauqua
12363,30 to 49,Woman's Christian Association,F,Heart failure,3500.982381,Chautauqua
12364,30 to 49,Woman's Christian Association,F,Knee joint replacement,15406.1919,Chautauqua
12365,30 to 49,Woman's Christian Association,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-801.5398451,Chautauqua
12366,30 to 49,Woman's Christian Association,F,Other pneumonia,3289.546353,Chautauqua
12367,30 to 49,Woman's Christian Association,F,Schizophrenia,-1277.89022,Chautauqua
12368,30 to 49,Woman's Christian Association,F,Septicemia & disseminated infections,3846.167419,Chautauqua
12369,30 to 49,Woman's Christian Association,F,Vaginal delivery,2242.227655,Chautauqua
12370,30 to 49,Woman's Christian Association,M,Cellulitis & other skin infections,2728.346428,Chautauqua
12371,30 to 49,Woman's Christian Association,M,Cesarean delivery,2973.019444,Chautauqua
12372,30 to 49,Woman's Christian Association,M,Chronic obstructive pulmonary disease,3635.684758,Chautauqua
12373,30 to 49,Woman's Christian Association,M,Heart failure,3731.291924,Chautauqua
12374,30 to 49,Woman's Christian Association,M,Knee joint replacement,15636.50144,Chautauqua
12375,30 to 49,Woman's Christian Association,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-571.2303021,Chautauqua
12376,30 to 49,Woman's Christian Association,M,Other pneumonia,3519.855896,Chautauqua
12377,30 to 49,Woman's Christian Association,M,Schizophrenia,-1047.580677,Chautauqua
12378,30 to 49,Woman's Christian Association,M,Septicemia & disseminated infections,4076.476962,Chautauqua
12379,30 to 49,Woman's Christian Association,M,Vaginal delivery,2472.537198,Chautauqua
12380,30 to 49,Womans Christian Assoc Hospital - WCA Hosp at Jones Memorial Health Ce,F,Cellulitis & other skin infections,4916.25213,Chautauqua
12381,30 to 49,Womans Christian Assoc Hospital - WCA Hosp at Jones Memorial Health Ce,F,Cesarean delivery,5160.925146,Chautauqua
12382,30 to 49,Womans Christian Assoc Hospital - WCA Hosp at Jones Memorial Health Ce,F,Chronic obstructive pulmonary disease,5823.59046,Chautauqua
12383,30 to 49,Womans Christian Assoc Hospital - WCA Hosp at Jones Memorial Health Ce,F,Heart failure,5919.197626,Chautauqua
12384,30 to 49,Womans Christian Assoc Hospital - WCA Hosp at Jones Memorial Health Ce,F,Knee joint replacement,17824.40714,Chautauqua
12385,30 to 49,Womans Christian Assoc Hospital - WCA Hosp at Jones Memorial Health Ce,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",1616.6754,Chautauqua
12386,30 to 49,Womans Christian Assoc Hospital - WCA Hosp at Jones Memorial Health Ce,F,Other pneumonia,5707.761598,Chautauqua
12387,30 to 49,Womans Christian Assoc Hospital - WCA Hosp at Jones Memorial Health Ce,F,Schizophrenia,1140.325025,Chautauqua
12388,30 to 49,Womans Christian Assoc Hospital - WCA Hosp at Jones Memorial Health Ce,F,Septicemia & disseminated infections,6264.382663,Chautauqua
12389,30 to 49,Womans Christian Assoc Hospital - WCA Hosp at Jones Memorial Health Ce,F,Vaginal delivery,4660.4429,Chautauqua
12390,30 to 49,Womans Christian Assoc Hospital - WCA Hosp at Jones Memorial Health Ce,M,Cellulitis & other skin infections,5146.561673,Chautauqua
12391,30 to 49,Womans Christian Assoc Hospital - WCA Hosp at Jones Memorial Health Ce,M,Cesarean delivery,5391.234689,Chautauqua
12392,30 to 49,Womans Christian Assoc Hospital - WCA Hosp at Jones Memorial Health Ce,M,Chronic obstructive pulmonary disease,6053.900003,Chautauqua
12393,30 to 49,Womans Christian Assoc Hospital - WCA Hosp at Jones Memorial Health Ce,M,Heart failure,6149.507169,Chautauqua
12394,30 to 49,Womans Christian Assoc Hospital - WCA Hosp at Jones Memorial Health Ce,M,Knee joint replacement,18054.71669,Chautauqua
12395,30 to 49,Womans Christian Assoc Hospital - WCA Hosp at Jones Memorial Health Ce,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",1846.984943,Chautauqua
12396,30 to 49,Womans Christian Assoc Hospital - WCA Hosp at Jones Memorial Health Ce,M,Other pneumonia,5938.071141,Chautauqua
12397,30 to 49,Womans Christian Assoc Hospital - WCA Hosp at Jones Memorial Health Ce,M,Schizophrenia,1370.634568,Chautauqua
12398,30 to 49,Womans Christian Assoc Hospital - WCA Hosp at Jones Memorial Health Ce,M,Septicemia & disseminated infections,6494.692206,Chautauqua
12399,30 to 49,Womans Christian Assoc Hospital - WCA Hosp at Jones Memorial Health Ce,M,Vaginal delivery,4890.752443,Chautauqua
12400,30 to 49,Women And Children's Hospital Of Buffalo,F,Cellulitis & other skin infections,5483.106573,Erie
12401,30 to 49,Women And Children's Hospital Of Buffalo,F,Cesarean delivery,5727.779589,Erie
12402,30 to 49,Women And Children's Hospital Of Buffalo,F,Chronic obstructive pulmonary disease,6390.444903,Erie
12403,30 to 49,Women And Children's Hospital Of Buffalo,F,Heart failure,6486.052069,Erie
12404,30 to 49,Women And Children's Hospital Of Buffalo,F,Knee joint replacement,18391.26159,Erie
12405,30 to 49,Women And Children's Hospital Of Buffalo,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",2183.529843,Erie
12406,30 to 49,Women And Children's Hospital Of Buffalo,F,Other pneumonia,6274.616041,Erie
12407,30 to 49,Women And Children's Hospital Of Buffalo,F,Schizophrenia,1707.179469,Erie
12408,30 to 49,Women And Children's Hospital Of Buffalo,F,Septicemia & disseminated infections,6831.237107,Erie
12409,30 to 49,Women And Children's Hospital Of Buffalo,F,Vaginal delivery,5227.297343,Erie
12410,30 to 49,Women And Children's Hospital Of Buffalo,M,Cellulitis & other skin infections,5713.416116,Erie
12411,30 to 49,Women And Children's Hospital Of Buffalo,M,Cesarean delivery,5958.089132,Erie
12412,30 to 49,Women And Children's Hospital Of Buffalo,M,Chronic obstructive pulmonary disease,6620.754446,Erie
12413,30 to 49,Women And Children's Hospital Of Buffalo,M,Heart failure,6716.361612,Erie
12414,30 to 49,Women And Children's Hospital Of Buffalo,M,Knee joint replacement,18621.57113,Erie
12415,30 to 49,Women And Children's Hospital Of Buffalo,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",2413.839386,Erie
12416,30 to 49,Women And Children's Hospital Of Buffalo,M,Other pneumonia,6504.925584,Erie
12417,30 to 49,Women And Children's Hospital Of Buffalo,M,Schizophrenia,1937.489012,Erie
12418,30 to 49,Women And Children's Hospital Of Buffalo,M,Septicemia & disseminated infections,7061.54665,Erie
12419,30 to 49,Women And Children's Hospital Of Buffalo,M,Vaginal delivery,5457.606886,Erie
12420,30 to 49,Woodhull Medical & Mental Health Center,F,Cellulitis & other skin infections,5482.731119,Kings
12421,30 to 49,Woodhull Medical & Mental Health Center,F,Cesarean delivery,5727.404135,Kings
12422,30 to 49,Woodhull Medical & Mental Health Center,F,Chronic obstructive pulmonary disease,6390.069449,Kings
12423,30 to 49,Woodhull Medical & Mental Health Center,F,Heart failure,6485.676615,Kings
12424,30 to 49,Woodhull Medical & Mental Health Center,F,Knee joint replacement,18390.88613,Kings
12425,30 to 49,Woodhull Medical & Mental Health Center,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",2183.154389,Kings
12426,30 to 49,Woodhull Medical & Mental Health Center,F,Other pneumonia,6274.240587,Kings
12427,30 to 49,Woodhull Medical & Mental Health Center,F,Schizophrenia,1706.804014,Kings
12428,30 to 49,Woodhull Medical & Mental Health Center,F,Septicemia & disseminated infections,6830.861653,Kings
12429,30 to 49,Woodhull Medical & Mental Health Center,F,Vaginal delivery,5226.921889,Kings
12430,30 to 49,Woodhull Medical & Mental Health Center,M,Cellulitis & other skin infections,5713.040662,Kings
12431,30 to 49,Woodhull Medical & Mental Health Center,M,Cesarean delivery,5957.713678,Kings
12432,30 to 49,Woodhull Medical & Mental Health Center,M,Chronic obstructive pulmonary disease,6620.378992,Kings
12433,30 to 49,Woodhull Medical & Mental Health Center,M,Heart failure,6715.986158,Kings
12434,30 to 49,Woodhull Medical & Mental Health Center,M,Knee joint replacement,18621.19568,Kings
12435,30 to 49,Woodhull Medical & Mental Health Center,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",2413.463932,Kings
12436,30 to 49,Woodhull Medical & Mental Health Center,M,Other pneumonia,6504.55013,Kings
12437,30 to 49,Woodhull Medical & Mental Health Center,M,Schizophrenia,1937.113557,Kings
12438,30 to 49,Woodhull Medical & Mental Health Center,M,Septicemia & disseminated infections,7061.171196,Kings
12439,30 to 49,Woodhull Medical & Mental Health Center,M,Vaginal delivery,5457.231432,Kings
12440,30 to 49,Wyckoff Heights Medical Center,F,Cellulitis & other skin infections,5246.514905,Kings
12441,30 to 49,Wyckoff Heights Medical Center,F,Cesarean delivery,5491.187921,Kings
12442,30 to 49,Wyckoff Heights Medical Center,F,Chronic obstructive pulmonary disease,6153.853235,Kings
12443,30 to 49,Wyckoff Heights Medical Center,F,Heart failure,6249.460401,Kings
12444,30 to 49,Wyckoff Heights Medical Center,F,Knee joint replacement,18154.66992,Kings
12445,30 to 49,Wyckoff Heights Medical Center,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",1946.938175,Kings
12446,30 to 49,Wyckoff Heights Medical Center,F,Other pneumonia,6038.024373,Kings
12447,30 to 49,Wyckoff Heights Medical Center,F,Schizophrenia,1470.5878,Kings
12448,30 to 49,Wyckoff Heights Medical Center,F,Septicemia & disseminated infections,6594.645439,Kings
12449,30 to 49,Wyckoff Heights Medical Center,F,Vaginal delivery,4990.705675,Kings
12450,30 to 49,Wyckoff Heights Medical Center,M,Cellulitis & other skin infections,5476.824448,Kings
12451,30 to 49,Wyckoff Heights Medical Center,M,Cesarean delivery,5721.497464,Kings
